Company,NET Income,Operating Income,Total Assets,Number of Employees,Buyers
VJF,84087,206221,823445,1458,[ZEQ;JMQ;XBS;JHC;DEE;KJB]
RTS,69361,154217,633841,1033,[KJB;WTF;PKR;ZGX;TPJ]
ALX,11654,15450,76607,61,[TPJ;JBP;BRI;ZUE]
JEB,43946,80335,351952,468,[YKP]
FOO,29220,46722,214891,239,[ZUE;ZMI]
OGT,61513,129258,540667,835,[ZMI;UFH;TIK;RWN;RLH;NTG]
KQF,46787,87596,380612,520,[NTG;DPJ;LSF]
TJK,79079,187779,756803,1305,[LSF;FUY;CYO;QYS]
DBP,21372,31564,149720,147,[QYS;AXM;IRI;LFI;UJL;LPL]
ZLB,96646,255902,1000378,1878,[LPL;YND;YCO;OUS;KKM]
IDG,38939,68149,303186,382,[KKM;OEZ]
RVL,71231,160447,656849,1083,[OEZ;QDF;GWQ;JOU]
NGY,56505,114333,484073,720,[JOU;DLP]
WYC,88798,224281,888169,1610,[DLP;FMB;WNK;ZIE;YXL;HAF]
SIP,74072,170119,692399,1161,[HAF;WHM]
BAU,16364,22893,110995,99,[WHM;JFJ;XWE;OQD;TTB;UNW]
GDL,33931,56741,256641,304,[UNW;LUK;QQD;BKW;OWT]
QVQ,66223,144008,595930,951,[OWT;ATJ;SYF;AQH;UEC]
ZNV,98516,263719,1027921,1945,[UEC;YGN]
VXH,83790,205105,819430,1449,[YGN;BNI;NRH]
EPM,26082,40431,188176,200,[NRH;GSV;SOD;SPN]
AAZ,11357,15003,74505,59,[SPN;UPB]
JSD,43649,79591,348997,463,[UPB;KQJ;YJG;RUV]
TKI,75942,176623,716190,1214,[RUV;IIB]
OUV,61216,128351,537248,828,[IIB;LUY;KRK;AQO;EIA;EMP]
YMA,93508,243029,954856,1768,[EMP;JWS;LXT;WLU;JXU]
HEE,35801,60910,273760,332,[JXU;TMC;YFQ;YPY]
DPR,21075,31028,147361,144,[YPY;PDL]
MHW,53367,105378,449747,652,[PDL;CPB;KJB;NIR;UQD;UBS]
IRI,38641,67449,300355,377,[UBS;QRV;VMB;DMT;WSV]
RJN,70934,159450,653173,1075,[WSV;JEN;ANR;DKG;ULA]
ABS,13226,17857,87865,73,[ULA;ABV]
WMF,88500,223119,884020,1600,[ABV;GEW;OVO]
GEJ,30793,49990,228611,260,[OVO;GBG;OMD;WMY]
PWO,63085,134104,558893,873,[WMY;QTU]
LGB,48360,91724,396788,550,[QTU;OFF;CMW;VRG]
QJS,65926,143057,592386,944,[VRG;GQL]
ZBX,98219,262470,1023525,1935,[GQL;FTO;RXM;UHI;GOE;DEO]
ITC,40511,71891,318257,408,[DEO;KJR;ZFU;SPC;FZQ]
EDO,25785,39852,185692,196,[FZQ;WIC;OQK;YWW]
NWT,58078,118936,501608,755,[YWW;KKF]
XOY,90370,230462,910209,1662,[KKF;XNT;SCL;URO;SAH;XWE]
SYK,75644,175580,712380,1205,[XWE;GGO]
CQP,17937,25532,122918,113,[GGO;SES]
YBC,93211,241826,950592,1758,[SES;LGF;WWG]
HTH,35503,60238,271012,328,[WWG;AXN;ATR;ESZ]
QLL,67796,149087,614823,992,[ESZ;TDT]
MVY,53070,104547,446544,646,[TDT;HGK;YBI;HIR]
VND,85362,211041,840770,1498,[RDU;HIR;LXD]
AQU,12929,17396,85721,70,[LXD;GWA;JME;EHX;OZP;ZAA]
KIZ,45222,83565,364734,491,[ZAA;NVJ;UVG;NBA;NMG]
FSM,30496,49367,226004,256,[NMG;CFD;UHB;KRK]
PKQ,62788,133183,555432,866,[KRK;DRO]
YCV,95081,249443,977564,1823,[DRO;IXI;QHI;TMZ;FYI;HNW]
UNI,80355,192403,773569,1344,[HNW;OLP;DEH;JUZ;MNK]
DFM,22647,33896,159935,160,[MNK;EQE;KRC;NXA]
MXR,54940,109828,466844,686,[NXA;AHP]
IHE,40214,71178,315392,403,[AHP;SQZ;QMF;ZAQ;OFX;WCA]
NKV,57781,118061,498280,749,[WCA;VHT;TJE;AQC;DSW]
XCA,90073,229288,906028,1652,[DSW;ULA;GTM;MQP;NJQ]
GUF,32365,53334,242544,282,[NJQ;HCB]
CER,17640,25028,120649,110,[HCB;IFD;OWL]
LWW,49932,95928,413176,581,[OKH;OWL;TJF]
UOB,82225,199272,798404,1400,[TJF;KQR;LUB;QTL;FGC;OTK]
QZO,67499,148121,611238,984,[OTK;KYI;AFF;EXS;WOX]
ZRS,99791,269112,1046881,1992,[WOX;HAC;ZTY;WVQ;DTH]
VBF,85065,209914,836721,1489,[DTH;RGM;BWL;BKT;UCJ;QEN]
FTK,27358,42952,198933,215,[QEN;RUM;EUP;USW;WDO]
KWB,44924,82807,361737,486,[WDO;JMB;YUE;UYJ;VOR]
TOG,77217,181120,732591,1251,[VOR;BUU]
CGL,19509,28247,135054,128,[BUU;HUR;GPI;SFJ]
YQX,94783,248223,973248,1813,[SFJ;BZV;RMD;RBW;OBY;UZD]
HJC,37076,63814,285611,352,[UZD;PAS;SSV;YXT;CJU]
DTP,22350,33348,157543,157,[CJU;SAR]
MLT,54643,108982,463598,679,[SAR;EAP;FPB;BOB]
WDY,86935,217057,862339,1549,[BOB;SMW]
ROL,72209,163748,669007,1109,[SMW;BLA;FXR;BDB;OIS;ZZM]
BGQ,14502,19868,97164,83,[ZZM;RLQ]
KYU,46794,87615,380683,520,[RLQ;MGX;EPK;KTM;AMD;NCY]
GIH,32068,52697,239895,278,[NCY;IJF;EQE;ZIS;HNO]
PAM,64361,138094,573846,904,[HNO;ZLK;TPP;HJN;MDK]
LLY,49635,95127,410063,576,[MDK;MGO]
UDD,81927,198171,794429,1391,[MGO;LXW;RYX]
EVI,24220,36843,172737,178,[RYX;LNG;HLM;KPV]
ZFV,99494,267851,1042451,1981,[KPV;KRQ]
JXZ,41786,74983,330642,430,[KRQ;GLR;LXO;JTC]
SPE,74079,170143,692488,1161,[JTC;WEQ]
OAR,59353,122725,515984,784,[WEQ;KFZ;TYN;CYH;VEG;JWP]
XSV,91645,235532,928245,1705,[JWP;XMA;FGC;NWE;EYJ]
TCI,76920,180068,728757,1242,[EYJ;ORJ;YMB;QOG]
CUN,19212,27728,132744,125,[QOG;PVF]
LMS,51505,100209,429792,613,[PVF;MGG;FNV;PPK;SVN;RUJ]
HXE,36779,63133,282837,348,[RUJ;IQD;RDM;UHD;OSO]
RPJ,69071,153261,630301,1025,[OSO;OZY;DAZ;GCO]
WRA,86638,215915,858248,1539,[GCO;JZE]
FJF,28930,46128,212385,235,[JZE;SWF;EJG;JXD;PGD;HUR]
BUS,14204,19394,94980,80,[HUR;OLG;BFW]
KMX,46497,86844,377653,515,[BFW;LBN;DSH;ALO]
TEB,78789,186734,753012,1297,[ALO;KXM;DTP;UDJ;KWC;DTS]
POO,64064,137160,570351,897,[CAM;DTS;JYD;VWP]
YGT,96356,254700,996134,1868,[VWP;DTM;RRW;ESQ;BEB;QJO]
EJK,23923,36281,170303,175,[QJO;GDZ;DGG;JFM;NBB]
NBP,56215,113492,480864,714,[NBB;BBZ;QNC;OHP;XRA]
JLC,41489,74258,327744,425,[XRA;JJH;NWT;UYL;UNU;SIT]
SDG,73782,169120,688737,1153,[SIT;WRH;IDP;ITZ;HZD]
BWL,16074,22415,108820,96,[HZD;JQK;DZA;MAJ;FBA]
XGY,91348,234346,924030,1695,[FBA;AZI]
GYC,33641,56104,254013,300,[AZI;MOE;WOI;WVI]
QQH,65933,143079,592470,944,[WVI;DNF;DML;AXJ;FRP;XOG]
LBU,51207,99393,426629,607,[XOG;CQS;VHY;WDE;IGQ]
QDL,68774,152284,626682,1017,[IGQ;QRB]
AVQ,11066,14569,72453,57,[QRB;YZH;LXX;GLX]
JNV,43359,78866,346119,457,[GLX;DLF]
FYH,28633,45522,209827,232,[DLF;SNA;HCV]
OQM,60926,127468,533917,821,[HCV;TRY;YOM;FWI]
YIR,93218,241855,950693,1759,[FWI;IVQ]
TSE,78492,185668,749136,1288,[IVQ;MME;RUJ;OOI;YZP;DNV]
DKI,20785,30507,145065,141,[DNV;NGA;CHN;RLN;PVE]
YVV,96059,253470,991795,1858,[PVE;EKR;XTQ;YLM;FIY]
INA,38351,66770,297606,372,[FIY;SPH]
RFE,70644,158479,649592,1067,[SPH;SDT;SDB]
NPR,55918,112634,477585,707,[SDB;EWD;UTS;DTJ]
WHW,88210,221990,879986,1590,[DTJ;TOE]
FZB,30503,49382,226065,256,[TOE;UMU;HJF;CYQ]
BKN,15777,21928,106601,94,[CYQ;PCO]
KCS,48069,90956,393781,545,[PCO;RCP;JYD;QXM;TQU;REG]
GMF,33344,55455,251330,296,[REG;GFQ;TGF;JOR;LIY]
QEJ,65636,142131,588934,936,[LIY;YQT;TAQ;JTT]
ZWO,97928,261250,1019230,1924,[JTT;SXG]
VHB,83203,202908,811518,1431,[SXG;HJV;VWZ;DPP;ANI;XOY]
EZG,25495,39288,183275,193,[XOY;NNY]
NRK,57788,118082,498358,749,[NNY;PUV]
JBX,43062,78127,343179,452,[PUV;BFU;XPB]
STC,75354,174567,708678,1197,[XPB;GIA;NHM;CHF]
OEO,60628,126564,530505,814,[CHF;JQK]
XWT,92921,240654,946436,1748,[JQK;WEE;QDX;VIJ]
HOY,35213,59587,268344,324,[VIJ;NTP;PSD;UIC]
DYL,20487,29975,142715,138,[UIC;GAS]
MQP,52780,103737,443423,640,[GAS;NFJ;GYG;GPM]
VJU,85072,209940,836816,1489,[GPM;ZTP;DBP;ZXF;DLU;BGE]
RTH,70347,157488,645932,1059,[BGE;RYU;DAH;VJC;BEF]
ALL,12639,16949,83636,68,[BEF;NPE]
WVY,87913,220836,875862,1581,[NPE;JWV;RZU;AIN]
FOD,30206,48762,223465,252,[AIN;CJD]
KQU,47772,90173,390717,539,[CJD;YTT;VKK;PAD]
UIZ,80065,191347,769745,1335,[PAD;HXB;YUY;OLE]
DAE,22357,33361,157599,157,[OLE;CMB;YXI;NAI;LLW;XLV]
ZLQ,97631,260007,1014849,1914,[XLV;COD;EUE;YHB;AMX]
IDV,39924,70485,312603,398,[AMX;BSK;FNK;YAR;LYV]
ENI,25198,38714,180807,189,[LYV;NLJ]
NFN,57490,117207,495029,742,[NLJ;HLX;TEY]
XXR,89783,228145,901953,1642,[TEY;UVY;DEZ;JJG]
SIE,75057,173532,704893,1189,[JJG;HHY]
CAJ,17349,24537,118435,107,[HHY;YUJ;IKR;IOO]
LSO,49642,95146,410136,576,[IOO;QVN]
HCA,34916,58923,265620,319,[QVN;EBQ;FYC;EQG;HGZ;GVQ]
QUF,67209,147182,607745,976,[GVQ;APL;QKP;ENI;UMD]
MFR,52483,102911,440234,634,[UMD;SXG;PYL;OJR]
VXW,84775,208815,832775,1480,[OJR;RYK]
EPB,27068,42375,196475,212,[RYK;VWT;TJN;WKA;ERP;XPG]
AZO,12342,16494,81507,66,[XPG;GLO;AYX]
KRS,44634,82071,358827,480,[AYX;WTL;MXQ;OBJ]
TJX,76927,180093,728848,1242,[OBJ;EYG;UEZ;EBO;XXB;MRN]
PUK,62201,131369,548616,852,[MRN;PSS;QCS;YCQ;AYZ]
UWB,79768,190269,765836,1326,[AYZ;DKR]
DOG,22060,32816,155214,154,[DKR;ZTP;RPY;YDH]
MGL,54352,108156,460428,673,[YDH;ODX]
IRX,39627,69777,309754,393,[ODX;NUC;LFA;CJS;OCQ;WOS]
RJC,71919,162766,665393,1101,[WOS;XLS]
BBH,14211,19405,95031,81,[XLS;BER;ARQ;LMH;EVO;LXU]
WLU,89486,226976,897787,1632,[LXU;OQP;ZTI;ZMQ;IHH]
GDY,31778,52077,237316,274,[IHH;YRG;SWJ;FYS;XAH]
COL,17052,24038,116183,105,[XAH;GJT]
LGQ,49345,94349,407030,570,[GJT;XLV;HLP]
UYU,81637,197101,790564,1382,[HLP;HJG;TZL;VLS]
QIH,66911,146220,604167,969,[VLS;CFC]
ZBM,99204,266622,1038133,1970,[CFC;JFH;NGE;UQA]
EDD,26770,41784,193958,208,[UQA;ULK]
OVI,59063,121859,512702,778,[ULK;ZDS;AGX;YOL;ACP;FNR]
JGV,44337,81320,355853,475,[FNR;KCT;UFW;DVT;ITT]
TYZ,76630,179043,725022,1234,[ITT;LHM;ZGU;BLD]
CQE,18922,27224,130496,122,[BLD;SGO]
YAR,94196,245825,964762,1792,[SGO;BEA;ZSE;QIF;UCK;FID]
HSW,36489,62471,280136,343,[FID;FFI;XMU;VLB;QMC]
QKA,68781,152307,626767,1017,[QMC;AQP;MCX;DRT]
MVN,54055,107316,457198,667,[DRT;YCW]
RXE,71622,161763,661699,1093,[YCW;ZFJ;MUN;UID;HYN;FLQ]
BPJ,13914,18935,92861,78,[MWD;FLQ]
KHO,46207,86093,374702,509,[FLQ;MAM;RGJ]
GSB,31481,51444,234682,270,[RGJ;SKQ;ZYL;LFT]
PKF,63773,136249,566938,890,[LFT;JRK]
YCK,96066,253499,991897,1858,[JRK;DKI;ZKW;QEK;VVH;SWD]
UMX,81340,196008,786613,1373,[SWD;PPU;FZY;COU]
DEB,23632,35733,167926,171,[COU;PDQ]
ZPO,98907,265367,1033719,1960,[MUS;PDQ;TGP]
JHT,41199,73553,324922,420,[TGP;HMA;BSB;SJX;SBT;FQG]
OJK,58766,120974,509347,771,[FQG;MMY;YAD;ARQ;FCI]
XBP,91058,233191,919923,1685,[FCI;PQW;ZFV;FJL;IRK;CUR]
GTU,33351,55470,251394,296,[CUR;UGM;HJL;OZO;MIJ]
CEG,18625,26711,128202,119,[MIJ;ZEB;UCM;THT;MIK]
LWL,50917,98600,423556,601,[MIK;GHQ]
HGY,36191,61793,277370,338,[GHQ;DRQ;VUE;TBH]
QYD,68484,151332,623156,1009,[TBH;VFP;TLZ;QLA;LYE;KCB]
AQH,10776,14139,70416,55,[KCB;AGX;JVS;AXP;TDN]
VBU,86051,213665,850187,1520,[TDN;MHF]
FTZ,28343,44933,207336,228,[MHF;VFG;UUX;SHV]
OLD,60635,126585,530585,814,[SHV;QKE]
KVQ,45910,85328,371687,504,[QKE;IMP;VCN]
TOV,78202,184629,745360,1279,[VCN;UXP;YJD;QTG]
PYH,63476,135321,563460,883,[QTG;UWL]
YQM,95769,252273,987566,1847,[UWL;IAO;TDA;JEQ;NCG;BSW]
IIR,38061,66093,294865,368,[BSW;YDY;IPW;BHP;CUB]
DTE,23335,35176,165508,168,[CUB;YCW;GFT;OLB;DXD]
NLI,55628,111799,474391,701,[DXD;EAC]
WDN,87920,220863,875959,1581,[EAC;CPR;LFL]
SNA,73194,167104,681338,1136,[LFL;OYB;OUD;BIO]
BFF,15487,21455,104442,91,[BIO;VHZ]
XQR,90761,232011,915724,1675,[VHZ;NAB;PVM;ANV]
GIW,33053,54822,248711,292,[ANV;FFB]
PAB,65346,141209,585489,929,[FFB;WWA;XYV;GLD;NVD;TYU]
LKN,50620,97791,420417,595,[TYU;AXV;MVM;EQX;WTY]
VCS,82913,201827,807620,1422,[WTY;GDU;WHI;GIZ]
EUX,25205,38728,180866,189,[GIZ;MCP]
AFK,10479,13700,68336,53,[MCP;AKH;KLP;YST;WTM;JXZ]
JXO,42772,77408,340317,447,[JXZ;YKW]
FHB,28046,44332,204793,224,[YKW;AFV]
OZG,60338,125686,527189,807,[AFV;SRM;NCS]
XRK,92631,239485,942288,1738,[NCS;MHB;NBK;WVH]
TCX,77905,183567,741501,1271,[WVH;IWG]
CUC,20197,29460,140434,135,[IWG;ZYU;DEN;SZM]
IWT,37764,65403,292065,363,[SZM;PBF;ZPF;SYH]
ROY,70056,156520,642357,1051,[SYH;ADX]
NZL,55331,110946,471127,694,[ADX;FXT;NVL;QPM]
WRP,87623,219712,871843,1571,[QPM;DQC;PKQ;FSR;FEP;ZBB]
FJU,29915,48157,220926,248,[ZBB;ONA;HYV;FSJ;YTL]
BTH,15190,20973,102238,89,[YTL;ZZD]
KLM,47482,89411,387732,534,[ZZD;EPV;YWA;XXS]
UDQ,79775,190294,765928,1326,[XXS;UXP]
POD,65049,140266,581969,922,[UXP;RHA;CGX;KDI]
UQU,82615,200719,803626,1412,[KDI;KGN;VJD;TXP]
EIZ,24908,38156,178405,186,[TXP;MID;PNS;OGZ;VVA;SEV]
NBE,57200,116358,491794,735,[SEV;NLA;WIQ;WXA;WEZ]
JLQ,42474,76672,337385,442,[WEZ;MPI;WSQ;XRK;WUT]
SDV,74767,172524,701206,1180,[WUT;DYA]
CVA,17059,24050,116236,105,[DYA;FGU;CBZ;GWT]
XGN,92334,238291,938047,1728,[GWT;NAB;UGE;EXB;EBY;HRL]
HYR,34626,58278,262967,315,[HRL;TKL;GXH;TZK;PJG]
CIE,19900,28934,138106,132,[PJG;GJB;EMY;HFF;XEQ]
MAJ,52193,102107,437129,627,[XEQ;AIK]
VSO,84485,207720,828837,1471,[AIK;ZPO;NPM]
RDA,69759,155534,638712,1043,[NPM;BXL;KPS;VQB]
AVF,12052,16052,79437,64,[VQB;BOG]
JNK,44344,81337,355923,475,[BOG;VBR;KNZ;OYM;HAA;SRM]
FXW,29618,47542,218342,244,[SRM;EAT;GGF]
OPB,61911,130477,545260,845,[GGF;PHS;VIV;MXD]
KAO,47185,88634,384684,528,[MXD;TBY;TVT;BRR;GTI;DGX]
UST,79477,189216,762017,1317,[DGX;NKO;VAA;NAK;UNC]
DKX,21770,32286,152893,151,[UNC;DDR]
ZUK,97044,257557,1006214,1893,[DDR;ITU;FFM;KZE]
IMP,39336,69087,306972,389,[KZE;GHF]
RET,71629,161786,661786,1093,[GHF;YED;EGQ;LFZ;GFX;ILP]
NPG,56903,115490,488489,729,[ILP;IOS]
WHL,89196,225838,893728,1623,[IOS;LBT;QQF;LSC;NHR;ZNH]
SRX,74470,171494,697437,1172,[ZNH;MFU;TVN;JIS;BJQ]
BJC,16762,23553,113991,102,[BJQ;OEX;MBS;EPM;VPN]
LBH,49055,93573,404006,564,[VPN;HPJ]
HMU,34329,57619,260258,310,[HPJ;CJE;BOT]
QEY,66621,145285,600689,961,[BOT;DQD;GAC;TAY]
ZWD,98914,265397,1033823,1960,[TAY;IAP]
VGQ,84188,206600,824811,1461,[IAP;TBJ;MLF;SFF]
EYV,26480,41212,191516,205,[SFF;LOW]
AJH,11754,15601,77317,62,[LOW;IAV;LCV;OCC;OQJ;HIF]
JBM,44047,80589,352958,470,[HIF;FJV;NTD;UUI;YHK]
ODD,61614,129567,541830,838,[YHK;IXQ;QJH;ISN]
YVI,93906,244645,960581,1782,[ISN;RRG]
HON,36198,61809,277435,339,[RRG;EYQ;HFF;IWR;UXB;NUG]
DYZ,21473,31747,150523,148,[NUG;QCG;SBC;EID;GAT]
MQE,53765,106497,454052,661,[GAT;LGK;JIW;ONR]
IAR,39039,68385,304139,384,[ONR;UKT]
RTW,71332,160786,658100,1085,[UKT;KOP;ZII;TNZ;EEM;KSF]
BLA,13624,18479,90750,76,[KSF;TIW;ZCR]
WVN,88898,224673,889568,1613,[ZCR;QBP;XTH;SMD]
GNS,31191,50830,232118,266,[SMD;NAW]
PFX,63483,135343,563542,883,[NAW;KRS;NKO;EDJ;DTF;NMM]
LQJ,48757,92779,400908,558,[NMM;YFU;BOI;ADZ]
UIO,81050,194943,782764,1365,[ADZ;VLY]
QSB,66324,144331,597135,954,[VLY;BRS;JVQ;YHH]
ZKF,98617,264144,1029416,1949,[YHH;TTM]
ICK,40909,72851,322107,415,[TTM;GAN;LLT;BNL;AZP;ZIK]
ENX,26183,40629,189022,201,[ZIK;HRZ]
OFC,58476,120113,506080,764,[HRZ;IED]
XXG,90768,232039,915823,1675,[IED;ZWO;OUQ]
THT,76042,176974,717473,1217,[OUQ;XVZ;IRB;FCK]
YKK,93609,243438,956306,1772,[FCK;OEX]
HCP,35901,61136,274685,334,[OEX;XWQ;YIG;KOB]
QUU,68194,150384,619638,1002,[KOB;VWF;OJZ;KXP]
MEG,53468,105662,450838,654,[KXP;XVD]
VWL,85760,212556,846206,1511,[XVD;LDT;GFE;DQJ]
FOQ,28053,44347,204853,224,[DQJ;BFQ;FVB;UGJ;EML;FKD]
AZD,13327,18014,88596,74,[FKD;GNH;CET;BBN;QSS]
KRH,45619,84581,368743,498,[QSS;OAZ]
GBU,30894,50203,229500,262,[OAZ;OWR;XCP;PWA]
PTZ,63186,134418,560071,876,[PWA;RPV]
YLE,95479,251078,983344,1837,[RPV;LPE;HWO]
UWQ,80753,193856,778829,1356,[HWO;RAO;NIL;QCP]
DOV,23045,34635,163154,165,[QCP;LTE;XML;ZED;CRW;WYA]
IQM,40612,72134,319232,410,[WYA;FKI;YDN;GBA;OUY]
SIR,72904,166113,677698,1128,[OUY;QUG;AWZ;VSL;OUA]
NTE,58178,119232,502732,758,[OUA;BQG]
XLI,90471,230861,911631,1665,[BQG;IMB;QNY]
GDN,32763,54193,246106,288,[QNY;MTX;MLC;MFL]
CNA,18037,25703,123684,114,[MFL;XZT]
LGF,50330,97004,417359,589,[XZT;HBM;RED;LJT]
UYJ,82622,200745,803720,1413,[LJT;XJI]
QIW,67897,149415,616043,994,[XJI;NIT;GWV;DBG;PFR;PQV]
VLN,85463,211425,842147,1502,[PQV;VDZ;RBB;LXH;KRW]
FDS,27756,43749,202317,220,[KRW;TTM;XBC;SFW]
OVX,60048,124811,523881,801,[SFW;IKM]
KFK,45322,83821,365744,493,[IKM;ITK;EQY;UIX;SKN;VHB]
TXO,77615,182534,737739,1262,[VHB;WZB]
CPT,19907,28947,138161,132,[WZB;GOD]
YAG,95181,249854,979018,1827,[GOD;OST;SKF]
HSL,37474,64731,289339,358,[SKF;EZL;UOL;UKM]
DCX,22748,34083,160750,162,[UKM;THG]
NUC,55040,110115,467940,688,[THG;JUW;THZ;HZA]
SXT,72607,165100,673978,1120,[HZA;NWC;YSI;DUF]
BPY,14900,20505,100094,86,[DUF;LNW]
KHD,47192,88652,384756,528,[LNW;BFQ;IMS;CDL]
GRP,32466,53552,243446,283,[CDL;WHO;BUS;OQS;QPO;AVU]
PJU,64759,139348,578539,914,[AVU;AKX;CDZ;YGQ;FAV]
LUH,50033,96200,414236,583,[FAV;PNV]
UMM,82325,199643,799744,1403,[PNV;YGC;RNL;EEC]
EEQ,24618,37601,176011,183,[EEC;QOS]
ZOD,99892,269541,1048388,1996,[QOS;WOP;EAL;EGM]
JGI,42184,75958,334537,437,[EGM;OEA;RKJ;TSG]
SYN,74477,171518,697525,1172,[TSG;RPS;WYA;QZU;DIB;ZPD]
OJZ,59751,123918,520501,794,[ZPD;LAF;HTP;UOY;YYN]
XBE,92043,237124,933904,1718,[YYN;KEN;EDX;AJH;DBD]
TLR,77318,181478,733895,1254,[DBD;FRV]
CDV,19610,28424,135841,129,[FRV;GPP;VEI;MUX]
MVA,51902,101303,434022,621,[MUX;QTR;SVJ;LSN;NXB;DVR]
HGN,37177,64046,286555,354,[DVR;QZQ;HRA;DWM;LAI]
RYS,69469,154574,635161,1035,[LAI;XXN;PLZ;FKG;IBO]
AQW,11762,15612,77374,62,[IBO;UJW]
WAJ,87036,217445,863730,1552,[UJW;POD;BPE]
FTO,29328,46944,215826,241,[BPE;TPV;IKO;GNZ]
BDA,14602,20028,97900,84,[GNZ;EXW]
KVF,46895,87877,381715,522,[EXW;TRQ;RYH;ZJM;MYJ;XLX]
TNK,79187,188168,758216,1309,[XLX;PWR;WUW]
PYW,64461,138409,575026,907,[WUW;UOH;DFB;RVM]
ZQB,96754,256350,1001960,1882,[RVM;ZYI;WMQ;DKM;JMY;YXZ]
IIG,39046,68402,304206,384,[YXZ;MQK;NSK;LRJ;SCH]
EST,24320,37033,173559,179,[SCH;JLZ]
NKX,56613,114646,485270,722,[JLZ;FZT;STL;QGO]
JVK,41887,75230,331628,432,[QGO;VWU]
SNP,74180,170492,693764,1164,[VWU;UFK;DLM;BSQ;KCN;FAV]
BFU,16472,23072,111806,100,[FAV;HJO]
XPG,91746,235935,929679,1708,[AZO;HJO;OUJ;LRL;RAL]
GHL,34039,56979,257620,306,[RAL;SFA;XSI;XCS]
MKC,51605,100485,430857,615,[XCS;ARZ]
VCH,83898,205510,820888,1452,[ARZ;CXZ;LVO;OKT]
RMU,69172,153593,631532,1028,[OKT;LWO;QZO;CWX]
AEY,11464,15164,75262,60,[CWX;EFN]
JWD,43757,79861,350070,464,[EFN;CEV;RCK]
FHQ,29031,46334,213257,237,[RCK;RTZ;ZRN;EXV]
OZV,61323,128678,538481,831,[EXV;IGK]
YRZ,93616,243467,956407,1772,[IGK;IAD;DNT;DBD]
TBM,78890,187097,754330,1300,[DBD;KIU]
YED,96457,255118,997610,1872,[KIU;SWX;IRA;QVX;WCM;FNG]
IWI,38749,67702,301380,379,[FNG;FSO;XPF;ABS;EPS]
RON,71042,159812,654508,1077,[EPS;EOT;EZU;FHT]
NYA,56316,113785,481980,716,[FHT;SZB]
WQE,88608,223540,885523,1603,[SZB;MHT;PCK;YJI;CKC;VRM]
GIJ,30901,50218,229561,262,[VRM;ORL;DMC;KOS;LIG]
BTW,16175,22581,109576,97,[LIG;EXW;DZD;MCW]
GVN,33741,56324,254919,302,[MCW;KBI]
QNS,66034,143402,593673,946,[KBI;OIA;HFN;CLZ;ZVS;DGM]
ZGX,98326,262921,1025111,1939,[DGM;EET;BVM]
VQJ,83601,204396,816878,1443,[BSK;BVM;PES]
EIO,25893,40062,186594,198,[PES;WOD;DJB]
NAT,58185,119253,502811,758,[DJB;QXK]
JLF,43460,79118,347120,459,[QXK;OLD;RSC;ILW;UKW;BME]
SDK,75752,175958,713760,1208,[BME;ZPJ;PZY;LZX]
ONX,61026,127773,535067,824,[LZX;NZK]
YFC,93319,242263,952140,1762,[NZK;FBD;EMX;KEE]
HXG,35611,60481,272007,330,[KEE;XCX]
DIT,20885,30687,145856,142,[XCX;QWP;LRP;PLK;HKW;VJQ]
MAY,53178,104849,447707,648,[VJQ;OYJ]
VSD,85470,211451,842243,1502,[OYJ;ASP]
RCP,70744,158814,650828,1069,[ASP;LGQ;CUI]
AUU,13037,17564,86500,71,[CUI;XDV;DII;MKU]
WFH,88311,222382,881389,1594,[MKU;XCY]
FXL,30603,49592,226943,258,[XCY;HST;DGP;SKI]
PPQ,62896,133517,556689,868,[SKI;SCE;NAT;VTM]
LZD,48170,91222,394824,547,[VTM;ULG]
URH,80463,192796,774994,1347,[ULG;JJS;QPI;OGE]
DJM,22755,34096,160807,162,[OGE;DCJ;REC;FRJ;OVR;ZOF]
ZUZ,98029,261673,1020720,1928,[ZOF;SJF;UWD;PZH;BPQ]
IME,40322,71437,316432,405,[BPQ;SIN]
EWQ,25596,39484,184116,194,[SIN;CMF;WJJ;ATX]
NOV,57888,118377,499480,751,[ATX;EOT]
SRM,75455,174919,709965,1200,[FXW;EOT]
CJR,17747,25210,121466,111,[EOT;KVF;WAE]
LBW,50040,96219,414309,584,[WAE;ZJA;EBF;YFI]
HLJ,35314,59814,269272,325,[YFI;XDS]
QDN,67606,148470,612531,987,[XDS;EIL;EJR;KCH;LCY;HAT]
MOA,52881,104019,444508,642,[HAT;DZN;TGR;CPK;MZZ]
VGF,85173,210323,838191,1492,[MZZ;ZWE;KJV;MRA;LJG]
AIW,12740,17105,84361,69,[LJG;HZO]
KAB,45032,83081,362823,488,[HZO;NKK;BYY]
TTG,77325,181503,733986,1254,[BYY;UUA;PES;KUR]
PDS,62599,132597,553234,861,[KUR;YFK]
YVX,94891,248665,974811,1817,[YFK;AQT;DDA;IYY]
UFK,80165,191712,771065,1338,[IYY;FUQ]
DYO,22458,33547,158412,158,[FUQ;LZS;KEI;SBU;MLQ;EDR]
MQT,54750,109287,464768,682,[EDR;APK;LDN;BWW;YRO]
IAG,40024,70724,313565,400,[YRO;CFP;ZKS;YMG]
SSL,72317,164114,670354,1112,[YMG;HTK]
BKP,14609,20039,97951,84,[HTK;XSE;YJC;RYA;EYN;LGQ]
